policy_id,side,observation_date,available_at,earliest_tradable_open,entry_date,exit_date,fanout,breadth,fanout_change,breadth_change,fanout_z,breadth_z,composite,source_lag_days,fanout_reference_count,breadth_reference_count
NTB-7,1,2021-03-08 00:00:00,2021-03-09 03:32:56,2021-03-09 03:35:00,2021-03-09 03:40:00,2021-03-16 03:40:00,1.073647250621931,0.3017579246542108,-0.06289582114557568,0.0897645928641971,-1.9417204973679254,1.3508904650801576,3.292610962448083,1.1478703703703703,180,180
NTB-7,1,2021-03-24 00:00:00,2021-03-25 03:08:07,2021-03-25 03:10:00,2021-03-25 03:15:00,2021-04-01 03:15:00,1.1138742554256749,0.22683596208230614,-0.06892645142546061,0.06986240530862473,-2.0001874086551004,1.0457722727339536,3.045959681389054,1.130636574074074,180,180
NTB-7,1,2021-04-23 00:00:00,2021-04-24 04:47:03,2021-04-24 04:50:00,2021-04-24 04:55:00,2021-05-01 04:55:00,1.1523024256225678,0.1710084561231075,-0.22215009901846505,0.09422456817177534,-5.145826167380677,1.509108162906138,6.654934330286815,1.1993402777777777,180,180
NTB-7,1,2021-05-03 00:00:00,2021-05-04 03:55:41,2021-05-04 04:00:00,2021-05-04 04:05:00,2021-05-11 04:05:00,1.1167547018778665,0.3659093066896767,-0.0703063417123666,0.19195276589869173,-1.3437957877736033,2.750273420720872,4.094069208494475,1.1636689814814816,180,180
NTB-7,1,2021-05-28 00:00:00,2021-05-29 04:18:23,2021-05-29 04:20:00,2021-05-29 04:25:00,2021-06-05 04:25:00,1.2085376531589072,0.2890133235576184,-0.07309481590547184,0.14204488740685392,-1.4412285587404488,2.0974350761162905,3.5386636348567393,1.1794328703703705,180,180
NTB-7,1,2021-06-12 00:00:00,2021-06-13 04:40:51,2021-06-13 04:45:00,2021-06-13 04:50:00,2021-06-20 04:50:00,1.1341047816184788,0.37598804141005526,-0.04590290047667911,0.18093663721049333,-0.9089274504368094,2.410915311641992,3.3198427620788014,1.1950347222222222,180,180
NTB-7,1,2021-07-03 00:00:00,2021-07-04 05:15:10,2021-07-04 05:20:00,2021-07-04 05:25:00,2021-07-11 05:25:00,1.0947938989106083,0.38304210219999596,-0.07544911600469972,0.17765040518863623,-1.377428153643031,2.4089595611580124,3.7863877148010436,1.2188657407407408,180,180
NTB-7,1,2021-10-19 00:00:00,2021-10-20 04:05:45,2021-10-20 04:10:00,2021-10-20 04:15:00,2021-10-27 04:15:00,1.036727563827907,0.2075673259086381,-0.05826110568756793,0.0762246234736366,-1.0876907540204586,0.8971944989476285,1.9848852529680872,1.1706597222222221,180,180
NTB-7,1,2021-11-09 00:00:00,2021-11-10 03:09:41,2021-11-10 03:10:00,2021-11-10 03:15:00,2021-11-17 03:15:00,1.02331210127728,0.24342007558923853,-0.044993985781867085,0.07635501182522986,-1.2441603302569062,1.0510572169228078,2.295217547179714,1.131724537037037,180,180
NTB-7,1,2021-12-02 00:00:00,2021-12-03 03:05:17,2021-12-03 03:10:00,2021-12-03 03:15:00,2021-12-10 03:15:00,1.0816861945266432,0.24124209177448144,-0.025334462046031403,0.12998430147411957,-0.756812200393069,1.884019044314942,2.640831244708011,1.1286689814814814,180,180
NTB-7,1,2021-12-17 00:00:00,2021-12-18 05:27:49,2021-12-18 05:30:00,2021-12-18 05:35:00,2021-12-25 05:35:00,1.1101225434856106,0.21527498767011197,-0.041569927647263416,0.1324659615293242,-1.350562721957518,1.9521960739213198,3.302758795878838,1.227650462962963,180,180
NTB-7,1,2022-01-02 00:00:00,2022-01-03 05:31:12,2022-01-03 05:35:00,2022-01-03 05:40:00,2022-01-10 05:40:00,1.1617845560555338,0.16522234178212483,-0.052256248505103464,0.034447679288728855,-1.86431505404709,0.5645913198738024,2.4289063739208925,1.23,180,180
NTB-7,1,2022-01-12 00:00:00,2022-01-13 05:20:57,2022-01-13 05:25:00,2022-01-13 05:30:00,2022-01-20 05:30:00,1.0813719174439518,0.1986839889064533,-0.06425822359509525,0.029233428265654726,-2.364016291538282,0.502645238127206,2.866661529665488,1.2228819444444445,180,180
NTB-7,1,2022-02-06 00:00:00,2022-02-07 05:31:21,2022-02-07 05:35:00,2022-02-07 05:40:00,2022-02-14 05:40:00,1.13777323343946,0.25356691917775076,-0.024835025378781905,0.09816387042884336,-0.9665788013194682,1.550582187262769,2.517160988582237,1.2301041666666668,180,180
NTB-7,1,2022-03-06 00:00:00,2022-03-07 05:34:06,2022-03-07 05:35:00,2022-03-07 05:40:00,2022-03-14 05:40:00,1.1651110774343407,0.15725629154186926,-0.04291730188597076,0.04899710040463194,-1.5685526063485271,0.7593999382223845,2.3279525445709117,1.232013888888889,180,180
NTB-7,1,2022-03-25 00:00:00,2022-03-26 05:34:18,2022-03-26 05:35:00,2022-03-26 05:40:00,2022-04-02 05:40:00,1.1320614623132412,0.1840792002965642,-0.051259895388042764,0.04141168136828682,-1.8176566298477281,0.6636677290488456,2.4813243588965737,1.2321527777777779,180,180
NTB-7,1,2022-04-12 00:00:00,2022-04-13 04:51:52,2022-04-13 04:55:00,2022-04-13 05:00:00,2022-04-20 05:00:00,1.0835211150850046,0.18442469592813454,-0.023481186584164204,0.05326051516856431,-0.8490358880527225,0.9218166904244552,1.7708525784771778,1.2026851851851852,180,180
NTB-7,1,2022-04-22 00:00:00,2022-04-23 04:31:49,2022-04-23 04:35:00,2022-04-23 04:40:00,2022-04-30 04:40:00,1.1320347896327763,0.1519192487765481,-0.019764103955590695,0.0645345828723259,-0.7591307559680122,1.1094666228873644,1.8685973788553767,1.188761574074074,180,180
NTB-7,1,2022-05-08 00:00:00,2022-05-09 04:49:00,2022-05-09 04:50:00,2022-05-09 04:55:00,2022-05-16 04:55:00,1.138120636829037,0.15638960883266384,-0.022501075764248757,0.04297860919961116,-0.8095493752429626,0.7460147943486802,1.555564169591643,1.2006944444444445,180,180
NTB-7,1,2022-06-27 00:00:00,2022-06-28 05:15:00,2022-06-28 05:15:00,2022-06-28 05:20:00,2022-07-05 05:20:00,1.0548735693015785,0.24871782287589186,-0.05360870252448824,0.10866174852150456,-1.7260270332404535,1.996236922723955,3.7222639559644084,1.21875,180,180
NTB-7,1,2022-07-07 00:00:00,2022-07-08 05:18:24,2022-07-08 05:20:00,2022-07-08 05:25:00,2022-07-15 05:25:00,1.096626708419674,0.1688168527641966,-0.045817869174987536,0.053567342371810114,-1.558924616004502,1.0330817670555048,2.592006383060007,1.221111111111111,180,180
NTB-7,1,2022-07-20 00:00:00,2022-07-21 04:54:20,2022-07-21 04:55:00,2022-07-21 05:00:00,2022-07-28 05:00:00,1.0773219882174565,0.19088715477596566,-0.06749695123325394,0.05121962287185669,-2.306788233342285,0.9542007993597783,3.2609890327020636,1.204398148148148,180,180
NTB-7,1,2022-07-28 00:00:00,2022-07-29 05:12:16,2022-07-29 05:15:00,2022-07-29 05:20:00,2022-08-05 05:20:00,1.068592254479427,0.19964971789127234,-0.05318811519314104,0.08081541234433685,-1.7944762118124695,1.5365223930341863,3.3309986048466556,1.2168518518518519,180,180
NTB-7,1,2022-08-18 00:00:00,2022-08-19 05:32:46,2022-08-19 05:35:00,2022-08-19 05:40:00,2022-08-26 05:40:00,1.0668305986654112,0.17162592635367266,-0.04678279511377026,0.02405988508531473,-1.6041749386397814,0.508089672725231,2.1122646113650125,1.231087962962963,180,180
NTB-7,1,2022-09-17 00:00:00,2022-09-18 05:31:10,2022-09-18 05:35:00,2022-09-18 05:40:00,2022-09-25 05:40:00,1.1336131073125864,0.18733918395979532,-0.02392125548365609,0.05723207667660257,-0.8197089000880763,1.2350317262496213,2.0547406263376975,1.229976851851852,180,180
NTB-7,1,2022-10-19 00:00:00,2022-10-20 05:06:48,2022-10-20 05:10:00,2022-10-20 05:15:00,2022-10-27 05:15:00,1.0312748563087362,0.23505725255047136,-0.04095080041870314,0.09956854400750892,-1.3892270060322818,2.1205011531937643,3.509728159226046,1.2130555555555556,180,180
NTB-7,1,2022-11-05 00:00:00,2022-11-06 06:13:05,2022-11-06 06:15:00,2022-11-06 06:20:00,2022-11-13 06:20:00,1.1112325825282385,0.17384304888852495,-0.044585861579633734,0.0875598441099623,-1.540416255599335,1.8967914221705093,3.4372076777698446,1.259085648148148,180,180
NTB-7,1,2022-11-18 00:00:00,2022-11-19 05:33:51,2022-11-19 05:35:00,2022-11-19 05:40:00,2022-11-26 05:40:00,1.1051877644071983,0.13782533676316464,-0.05275614176729482,0.05480579552805803,-1.7690503836595517,1.375099588646238,3.1441499723057897,1.2318402777777777,180,180
NTB-7,1,2022-12-10 00:00:00,2022-12-11 05:35:08,2022-12-11 05:40:00,2022-12-11 05:45:00,2022-12-18 05:45:00,1.119772526994654,0.24951726546818373,-0.018672759342710732,0.06441142514000739,-0.5208019854556912,1.3028110782260365,1.8236130636817278,1.2327314814814814,180,180
NTB-7,1,2022-12-20 00:00:00,2022-12-21 05:49:57,2022-12-21 05:50:00,2022-12-21 05:55:00,2022-12-28 05:55:00,1.065948696213736,0.19149228323391923,-0.02090718196119501,0.054064010121676,-0.5764886353117387,1.065433918865971,1.6419225541777096,1.2430208333333332,180,180
NTB-7,1,2023-01-03 00:00:00,2023-01-04 05:28:26,2023-01-04 05:30:00,2023-01-04 05:35:00,2023-01-11 05:35:00,1.0383883931305629,0.2432731048962214,-0.03580548905860126,0.03967909600649991,-1.0614005666550956,0.757521521237321,1.8189220878924166,1.2280787037037038,180,180
NTB-7,1,2023-01-12 00:00:00,2023-01-13 05:42:49,2023-01-13 05:45:00,2023-01-13 05:50:00,2023-01-20 05:50:00,1.0032454400011845,0.19976935772969281,-0.07362981932719537,0.06623239022508434,-2.0809500178979143,1.288854483596242,3.3698045014941567,1.2380671296296297,180,180
NTB-7,1,2023-02-01 00:00:00,2023-02-02 05:29:39,2023-02-02 05:30:00,2023-02-02 05:35:00,2023-02-09 05:35:00,0.9520472871125765,0.16487098825136065,-0.031456967978271355,0.057173762177634396,-0.7958617194544603,1.1104210570622284,1.9062827765166888,1.228923611111111,180,180
NTB-7,1,2023-02-09 00:00:00,2023-02-10 05:20:46,2023-02-10 05:25:00,2023-02-10 05:30:00,2023-02-17 05:30:00,0.9307527831173422,0.1361712410123473,-0.05196633555266961,0.04270580142061052,-1.371733915679267,0.8584092725686868,2.2301431882479537,1.2227546296296297,180,180
NTB-7,1,2023-02-17 00:00:00,2023-02-18 05:27:48,2023-02-18 05:30:00,2023-02-18 05:35:00,2023-02-25 05:35:00,1.0117442608688871,0.16982352001198578,-0.03364808221180038,0.09956621544915878,-0.834672981179694,1.9757846421650742,2.8104576233447682,1.227638888888889,180,180
NTB-7,1,2023-03-28 00:00:00,2023-03-29 04:53:35,2023-03-29 04:55:00,2023-03-29 05:00:00,2023-04-05 05:00:00,0.9491170185134399,0.18043405270454527,-0.026546492784804476,0.0626980860352162,-0.6426472605959398,1.0217465751158439,1.6643938357117838,1.2038773148148147,180,180
NTB-7,1,2023-06-07 00:00:00,2023-06-08 04:53:58,2023-06-08 04:55:00,2023-06-08 05:00:00,2023-06-15 05:00:00,0.7854081591819657,0.06395603072920762,-0.04640954185532453,0.1076189285305496,-0.5154318597188761,1.0610173420157296,1.5764492017346057,1.2041435185185185,180,180
NTB-7,1,2023-07-04 00:00:00,2023-07-05 04:18:56,2023-07-05 04:20:00,2023-07-05 04:25:00,2023-07-12 04:25:00,0.8510359111569542,0.08666435869692496,-0.04574244033477337,0.16978727737091054,-0.5097081031131317,1.476157566976199,1.9858656700893307,1.1798148148148149,180,180
NTB-7,1,2023-12-10 00:00:00,2023-12-11 07:22:43,2023-12-11 07:25:00,2023-12-11 07:30:00,2023-12-18 07:30:00,0.7196297595183161,-0.2464911727448136,-0.04987419004800819,0.26048406038656646,-0.6679308913695604,1.5436524280637158,2.2115833194332764,1.3074421296296297,180,180
NTB-7,1,2023-12-20 00:00:00,2023-12-21 04:28:42,2023-12-21 04:30:00,2023-12-21 04:35:00,2023-12-28 04:35:00,0.7232923529304656,-0.41771417544767453,-0.08280471351645213,0.1518153457288104,-1.0249294492830643,0.9010850943083037,1.926014543591368,1.1865972222222223,180,180
NTB-7,1,2023-12-30 00:00:00,2023-12-31 04:52:36,2023-12-31 04:55:00,2023-12-31 05:00:00,2024-01-07 05:00:00,0.6395431087791611,-0.2631421584158336,-0.09050501376788145,0.08466989891094351,-1.11148705903226,0.5257849498486834,1.6372720088809434,1.2031944444444445,180,180
