signal_position,entry_position,exit_position,signal_date,entry_date,exit_date,side,branch,entry_delay_bars,hold_bars
2189,2192,2204,2020-01-08 14:25:00,2020-01-08 14:40:00,2020-01-08 15:40:00,-1,primary:upper_rejection,3,12
2906,2909,2921,2020-01-11 02:10:00,2020-01-11 02:25:00,2020-01-11 03:25:00,1,primary:lower_rejection,3,12
3564,3567,3579,2020-01-13 09:00:00,2020-01-13 09:15:00,2020-01-13 10:15:00,-1,primary:upper_rejection,3,12
3777,3780,3792,2020-01-14 02:45:00,2020-01-14 03:00:00,2020-01-14 04:00:00,-1,primary:upper_rejection,3,12
4038,4041,4053,2020-01-15 00:30:00,2020-01-15 00:45:00,2020-01-15 01:45:00,-1,primary:upper_rejection,3,12
4755,4758,4770,2020-01-17 12:15:00,2020-01-17 12:30:00,2020-01-17 13:30:00,1,primary:lower_rejection,3,12
5682,5685,5697,2020-01-20 17:30:00,2020-01-20 17:45:00,2020-01-20 18:45:00,1,primary:lower_rejection,3,12
6750,6753,6765,2020-01-24 10:30:00,2020-01-24 10:45:00,2020-01-24 11:45:00,-1,primary:upper_rejection,3,12
7934,7937,7949,2020-01-28 13:10:00,2020-01-28 13:25:00,2020-01-28 14:25:00,1,primary:lower_rejection,3,12
7959,7962,7974,2020-01-28 15:15:00,2020-01-28 15:30:00,2020-01-28 16:30:00,1,primary:lower_rejection,3,12
8068,8071,8083,2020-01-29 00:20:00,2020-01-29 00:35:00,2020-01-29 01:35:00,-1,primary:upper_rejection,3,12
8551,8554,8566,2020-01-30 16:35:00,2020-01-30 16:50:00,2020-01-30 17:50:00,1,primary:lower_rejection,3,12
8599,8602,8614,2020-01-30 20:35:00,2020-01-30 20:50:00,2020-01-30 21:50:00,-1,primary:upper_rejection,3,12
8717,8720,8732,2020-01-31 06:25:00,2020-01-31 06:40:00,2020-01-31 07:40:00,1,primary:lower_rejection,3,12
8875,8878,8890,2020-01-31 19:35:00,2020-01-31 19:50:00,2020-01-31 20:50:00,-1,primary:upper_rejection,3,12
9339,9342,9354,2020-02-02 10:15:00,2020-02-02 10:30:00,2020-02-02 11:30:00,-1,primary:upper_rejection,3,12
9416,9419,9431,2020-02-02 16:40:00,2020-02-02 16:55:00,2020-02-02 17:55:00,-1,primary:upper_rejection,3,12
9529,9532,9544,2020-02-03 02:05:00,2020-02-03 02:20:00,2020-02-03 03:20:00,1,primary:lower_rejection,3,12
9883,9886,9898,2020-02-04 07:35:00,2020-02-04 07:50:00,2020-02-04 08:50:00,-1,primary:upper_rejection,3,12
9964,9967,9979,2020-02-04 14:20:00,2020-02-04 14:35:00,2020-02-04 15:35:00,-1,primary:upper_rejection,3,12
10149,10152,10164,2020-02-05 05:45:00,2020-02-05 06:00:00,2020-02-05 07:00:00,1,primary:lower_rejection,3,12
10277,10280,10292,2020-02-05 16:25:00,2020-02-05 16:40:00,2020-02-05 17:40:00,-1,primary:upper_rejection,3,12
10302,10305,10317,2020-02-05 18:30:00,2020-02-05 18:45:00,2020-02-05 19:45:00,1,primary:lower_rejection,3,12
10349,10352,10364,2020-02-05 22:25:00,2020-02-05 22:40:00,2020-02-05 23:40:00,-1,primary:upper_rejection,3,12
10706,10709,10721,2020-02-07 04:10:00,2020-02-07 04:25:00,2020-02-07 05:25:00,1,primary:lower_rejection,3,12
10906,10909,10921,2020-02-07 20:50:00,2020-02-07 21:05:00,2020-02-07 22:05:00,-1,primary:upper_rejection,3,12
11046,11049,11061,2020-02-08 08:30:00,2020-02-08 08:45:00,2020-02-08 09:45:00,-1,primary:upper_rejection,3,12
11125,11128,11140,2020-02-08 15:05:00,2020-02-08 15:20:00,2020-02-08 16:20:00,-1,primary:upper_rejection,3,12
11215,11218,11230,2020-02-08 22:35:00,2020-02-08 22:50:00,2020-02-08 23:50:00,1,primary:lower_rejection,3,12
11270,11273,11285,2020-02-09 03:10:00,2020-02-09 03:25:00,2020-02-09 04:25:00,-1,primary:upper_rejection,3,12
11285,11288,11300,2020-02-09 04:25:00,2020-02-09 04:40:00,2020-02-09 05:40:00,1,primary:lower_rejection,3,12
11307,11310,11322,2020-02-09 06:15:00,2020-02-09 06:30:00,2020-02-09 07:30:00,1,primary:lower_rejection,3,12
11391,11394,11406,2020-02-09 13:15:00,2020-02-09 13:30:00,2020-02-09 14:30:00,-1,primary:upper_rejection,3,12
11435,11438,11450,2020-02-09 16:55:00,2020-02-09 17:10:00,2020-02-09 18:10:00,1,primary:lower_rejection,3,12
11475,11478,11490,2020-02-09 20:15:00,2020-02-09 20:30:00,2020-02-09 21:30:00,1,primary:lower_rejection,3,12
11573,11576,11588,2020-02-10 04:25:00,2020-02-10 04:40:00,2020-02-10 05:40:00,1,primary:lower_rejection,3,12
11594,11597,11609,2020-02-10 06:10:00,2020-02-10 06:25:00,2020-02-10 07:25:00,1,primary:lower_rejection,3,12
12019,12022,12034,2020-02-11 17:35:00,2020-02-11 17:50:00,2020-02-11 18:50:00,-1,primary:upper_rejection,3,12
12034,12037,12049,2020-02-11 18:50:00,2020-02-11 19:05:00,2020-02-11 20:05:00,-1,primary:upper_rejection,3,12
12062,12065,12077,2020-02-11 21:10:00,2020-02-11 21:25:00,2020-02-11 22:25:00,1,primary:lower_rejection,3,12
12233,12236,12248,2020-02-12 11:25:00,2020-02-12 11:40:00,2020-02-12 12:40:00,1,primary:lower_rejection,3,12
12407,12410,12422,2020-02-13 01:55:00,2020-02-13 02:10:00,2020-02-13 03:10:00,-1,primary:upper_rejection,3,12
12452,12455,12467,2020-02-13 05:40:00,2020-02-13 05:55:00,2020-02-13 06:55:00,1,primary:lower_rejection,3,12
12568,12571,12583,2020-02-13 15:20:00,2020-02-13 15:35:00,2020-02-13 16:35:00,-1,primary:upper_rejection,3,12
12753,12756,12768,2020-02-14 06:45:00,2020-02-14 07:00:00,2020-02-14 08:00:00,-1,primary:upper_rejection,3,12
12832,12835,12847,2020-02-14 13:20:00,2020-02-14 13:35:00,2020-02-14 14:35:00,1,primary:lower_rejection,3,12
13152,13155,13167,2020-02-15 16:00:00,2020-02-15 16:15:00,2020-02-15 17:15:00,1,primary:lower_rejection,3,12
13509,13512,13524,2020-02-16 21:45:00,2020-02-16 22:00:00,2020-02-16 23:00:00,1,primary:lower_rejection,3,12
13737,13740,13752,2020-02-17 16:45:00,2020-02-17 17:00:00,2020-02-17 18:00:00,1,primary:lower_rejection,3,12
14073,14076,14088,2020-02-18 20:45:00,2020-02-18 21:00:00,2020-02-18 22:00:00,1,primary:lower_rejection,3,12
14183,14186,14198,2020-02-19 05:55:00,2020-02-19 06:10:00,2020-02-19 07:10:00,1,primary:lower_rejection,3,12
14374,14377,14389,2020-02-19 21:50:00,2020-02-19 22:05:00,2020-02-19 23:05:00,1,primary:lower_rejection,3,12
14390,14393,14405,2020-02-19 23:10:00,2020-02-19 23:25:00,2020-02-20 00:25:00,1,primary:lower_rejection,3,12
14617,14620,14632,2020-02-20 18:05:00,2020-02-20 18:20:00,2020-02-20 19:20:00,1,primary:lower_rejection,3,12
14688,14691,14703,2020-02-21 00:00:00,2020-02-21 00:15:00,2020-02-21 01:15:00,-1,primary:upper_rejection,3,12
15050,15053,15065,2020-02-22 06:10:00,2020-02-22 06:25:00,2020-02-22 07:25:00,1,primary:lower_rejection,3,12
15340,15343,15355,2020-02-23 06:20:00,2020-02-23 06:35:00,2020-02-23 07:35:00,-1,primary:upper_rejection,3,12
15772,15775,15787,2020-02-24 18:20:00,2020-02-24 18:35:00,2020-02-24 19:35:00,1,primary:lower_rejection,3,12
16332,16335,16347,2020-02-26 17:00:00,2020-02-26 17:15:00,2020-02-26 18:15:00,1,primary:lower_rejection,3,12
16362,16365,16377,2020-02-26 19:30:00,2020-02-26 19:45:00,2020-02-26 20:45:00,1,primary:lower_rejection,3,12
16490,16493,16505,2020-02-27 06:10:00,2020-02-27 06:25:00,2020-02-27 07:25:00,1,primary:lower_rejection,3,12
16673,16676,16688,2020-02-27 21:25:00,2020-02-27 21:40:00,2020-02-27 22:40:00,-1,primary:upper_rejection,3,12
16912,16915,16927,2020-02-28 17:20:00,2020-02-28 17:35:00,2020-02-28 18:35:00,1,primary:lower_rejection,3,12
16977,16980,16992,2020-02-28 22:45:00,2020-02-28 23:00:00,2020-02-29 00:00:00,-1,primary:upper_rejection,3,12
17474,17477,17489,2020-03-01 16:10:00,2020-03-01 16:25:00,2020-03-01 17:25:00,1,primary:lower_rejection,3,12
17552,17555,17567,2020-03-01 22:40:00,2020-03-01 22:55:00,2020-03-01 23:55:00,1,primary:lower_rejection,3,12
17653,17656,17668,2020-03-02 07:05:00,2020-03-02 07:20:00,2020-03-02 08:20:00,-1,primary:upper_rejection,3,12
17751,17754,17766,2020-03-02 15:15:00,2020-03-02 15:30:00,2020-03-02 16:30:00,-1,primary:upper_rejection,3,12
18282,18285,18297,2020-03-04 11:30:00,2020-03-04 11:45:00,2020-03-04 12:45:00,-1,primary:upper_rejection,3,12
19451,19454,19466,2020-03-08 12:55:00,2020-03-08 13:10:00,2020-03-08 14:10:00,-1,primary:upper_rejection,3,12
20026,20029,20041,2020-03-10 12:50:00,2020-03-10 13:05:00,2020-03-10 14:05:00,1,primary:lower_rejection,3,12
20042,20045,20057,2020-03-10 14:10:00,2020-03-10 14:25:00,2020-03-10 15:25:00,-1,primary:upper_rejection,3,12
20326,20329,20341,2020-03-11 13:50:00,2020-03-11 14:05:00,2020-03-11 15:05:00,1,primary:lower_rejection,3,12
20375,20378,20390,2020-03-11 17:55:00,2020-03-11 18:10:00,2020-03-11 19:10:00,1,primary:lower_rejection,3,12
20494,20497,20509,2020-03-12 03:50:00,2020-03-12 04:05:00,2020-03-12 05:05:00,1,primary:lower_rejection,3,12
20536,20539,20551,2020-03-12 07:20:00,2020-03-12 07:35:00,2020-03-12 08:35:00,1,primary:lower_rejection,3,12
20576,20579,20591,2020-03-12 10:40:00,2020-03-12 10:55:00,2020-03-12 11:55:00,-1,primary:upper_rejection,3,12
20589,20592,20604,2020-03-12 11:45:00,2020-03-12 12:00:00,2020-03-12 13:00:00,1,primary:lower_rejection,3,12
20641,20644,20656,2020-03-12 16:05:00,2020-03-12 16:20:00,2020-03-12 17:20:00,-1,primary:upper_rejection,3,12
20711,20714,20726,2020-03-12 21:55:00,2020-03-12 22:10:00,2020-03-12 23:10:00,1,primary:lower_rejection,3,12
20736,20739,20751,2020-03-13 00:00:00,2020-03-13 00:15:00,2020-03-13 01:15:00,1,primary:lower_rejection,3,12
20748,20751,20763,2020-03-13 01:00:00,2020-03-13 01:15:00,2020-03-13 02:15:00,1,primary:lower_rejection,3,12
20765,20768,20780,2020-03-13 02:25:00,2020-03-13 02:40:00,2020-03-13 03:40:00,1,primary:lower_rejection,3,12
20781,20784,20796,2020-03-13 03:45:00,2020-03-13 04:00:00,2020-03-13 05:00:00,-1,primary:upper_rejection,3,12
20807,20810,20822,2020-03-13 05:55:00,2020-03-13 06:10:00,2020-03-13 07:10:00,-1,primary:upper_rejection,3,12
20820,20823,20835,2020-03-13 07:00:00,2020-03-13 07:15:00,2020-03-13 08:15:00,-1,primary:upper_rejection,3,12
20832,20835,20847,2020-03-13 08:00:00,2020-03-13 08:15:00,2020-03-13 09:15:00,1,primary:lower_rejection,3,12
20877,20880,20892,2020-03-13 11:45:00,2020-03-13 12:00:00,2020-03-13 13:00:00,1,primary:lower_rejection,3,12
20891,20894,20906,2020-03-13 12:55:00,2020-03-13 13:10:00,2020-03-13 14:10:00,1,primary:lower_rejection,3,12
20913,20916,20928,2020-03-13 14:45:00,2020-03-13 15:00:00,2020-03-13 16:00:00,-1,primary:upper_rejection,3,12
20941,20944,20956,2020-03-13 17:05:00,2020-03-13 17:20:00,2020-03-13 18:20:00,1,primary:lower_rejection,3,12
20954,20957,20969,2020-03-13 18:10:00,2020-03-13 18:25:00,2020-03-13 19:25:00,1,primary:lower_rejection,3,12
20997,21000,21012,2020-03-13 21:45:00,2020-03-13 22:00:00,2020-03-13 23:00:00,-1,primary:upper_rejection,3,12
21035,21038,21050,2020-03-14 00:55:00,2020-03-14 01:10:00,2020-03-14 02:10:00,1,primary:lower_rejection,3,12
21059,21062,21074,2020-03-14 02:55:00,2020-03-14 03:10:00,2020-03-14 04:10:00,1,primary:lower_rejection,3,12
21157,21160,21172,2020-03-14 11:05:00,2020-03-14 11:20:00,2020-03-14 12:20:00,-1,primary:upper_rejection,3,12
21249,21252,21264,2020-03-14 18:45:00,2020-03-14 19:00:00,2020-03-14 20:00:00,-1,primary:upper_rejection,3,12
21290,21293,21305,2020-03-14 22:10:00,2020-03-14 22:25:00,2020-03-14 23:25:00,1,primary:lower_rejection,3,12
21523,21526,21538,2020-03-15 17:35:00,2020-03-15 17:50:00,2020-03-15 18:50:00,-1,primary:upper_rejection,3,12
21576,21579,21591,2020-03-15 22:00:00,2020-03-15 22:15:00,2020-03-15 23:15:00,-1,primary:upper_rejection,3,12
21592,21595,21607,2020-03-15 23:20:00,2020-03-15 23:35:00,2020-03-16 00:35:00,-1,primary:upper_rejection,3,12
21654,21657,21669,2020-03-16 04:30:00,2020-03-16 04:45:00,2020-03-16 05:45:00,-1,primary:upper_rejection,3,12
21714,21717,21729,2020-03-16 09:30:00,2020-03-16 09:45:00,2020-03-16 10:45:00,1,primary:lower_rejection,3,12
21758,21761,21773,2020-03-16 13:10:00,2020-03-16 13:25:00,2020-03-16 14:25:00,-1,primary:upper_rejection,3,12
21803,21806,21818,2020-03-16 16:55:00,2020-03-16 17:10:00,2020-03-16 18:10:00,1,primary:lower_rejection,3,12
21818,21821,21833,2020-03-16 18:10:00,2020-03-16 18:25:00,2020-03-16 19:25:00,1,primary:lower_rejection,3,12
21873,21876,21888,2020-03-16 22:45:00,2020-03-16 23:00:00,2020-03-17 00:00:00,-1,primary:upper_rejection,3,12
21890,21893,21905,2020-03-17 00:10:00,2020-03-17 00:25:00,2020-03-17 01:25:00,-1,primary:upper_rejection,3,12
21916,21919,21931,2020-03-17 02:20:00,2020-03-17 02:35:00,2020-03-17 03:35:00,1,primary:lower_rejection,3,12
21941,21944,21956,2020-03-17 04:25:00,2020-03-17 04:40:00,2020-03-17 05:40:00,1,primary:lower_rejection,3,12
21963,21966,21978,2020-03-17 06:15:00,2020-03-17 06:30:00,2020-03-17 07:30:00,-1,primary:upper_rejection,3,12
21994,21997,22009,2020-03-17 08:50:00,2020-03-17 09:05:00,2020-03-17 10:05:00,-1,primary:upper_rejection,3,12
22059,22062,22074,2020-03-17 14:15:00,2020-03-17 14:30:00,2020-03-17 15:30:00,1,primary:lower_rejection,3,12
22146,22149,22161,2020-03-17 21:30:00,2020-03-17 21:45:00,2020-03-17 22:45:00,1,primary:lower_rejection,3,12
22304,22307,22319,2020-03-18 10:40:00,2020-03-18 10:55:00,2020-03-18 11:55:00,-1,primary:upper_rejection,3,12
22336,22339,22351,2020-03-18 13:20:00,2020-03-18 13:35:00,2020-03-18 14:35:00,-1,primary:upper_rejection,3,12
22685,22688,22700,2020-03-19 18:25:00,2020-03-19 18:40:00,2020-03-19 19:40:00,-1,primary:upper_rejection,3,12
23000,23003,23015,2020-03-20 20:40:00,2020-03-20 20:55:00,2020-03-20 21:55:00,1,primary:lower_rejection,3,12
23037,23040,23052,2020-03-20 23:45:00,2020-03-21 00:00:00,2020-03-21 01:00:00,-1,primary:upper_rejection,3,12
23055,23058,23070,2020-03-21 01:15:00,2020-03-21 01:30:00,2020-03-21 02:30:00,-1,primary:upper_rejection,3,12
23320,23323,23335,2020-03-21 23:20:00,2020-03-21 23:35:00,2020-03-22 00:35:00,-1,primary:upper_rejection,3,12
23774,23777,23789,2020-03-23 13:10:00,2020-03-23 13:25:00,2020-03-23 14:25:00,-1,primary:upper_rejection,3,12
23798,23801,23813,2020-03-23 15:10:00,2020-03-23 15:25:00,2020-03-23 16:25:00,1,primary:lower_rejection,3,12
25152,25155,25167,2020-03-28 08:00:00,2020-03-28 08:15:00,2020-03-28 09:15:00,-1,primary:upper_rejection,3,12
25683,25686,25698,2020-03-30 04:15:00,2020-03-30 04:30:00,2020-03-30 05:30:00,1,primary:lower_rejection,3,12
25716,25719,25731,2020-03-30 07:00:00,2020-03-30 07:15:00,2020-03-30 08:15:00,1,primary:lower_rejection,3,12
26701,26704,26716,2020-04-02 17:05:00,2020-04-02 17:20:00,2020-04-02 18:20:00,-1,primary:upper_rejection,3,12
31048,31051,31063,2020-04-17 19:20:00,2020-04-17 19:35:00,2020-04-17 20:35:00,-1,primary:upper_rejection,3,12
31264,31267,31279,2020-04-18 13:20:00,2020-04-18 13:35:00,2020-04-18 14:35:00,-1,primary:upper_rejection,3,12
32746,32749,32761,2020-04-23 16:50:00,2020-04-23 17:05:00,2020-04-23 18:05:00,-1,primary:upper_rejection,3,12
32821,32824,32836,2020-04-23 23:05:00,2020-04-23 23:20:00,2020-04-24 00:20:00,1,primary:lower_rejection,3,12
33313,33316,33328,2020-04-25 16:05:00,2020-04-25 16:20:00,2020-04-25 17:20:00,1,primary:lower_rejection,3,12
34426,34429,34441,2020-04-29 12:50:00,2020-04-29 13:05:00,2020-04-29 14:05:00,-1,primary:upper_rejection,3,12
34489,34492,34504,2020-04-29 18:05:00,2020-04-29 18:20:00,2020-04-29 19:20:00,1,primary:lower_rejection,3,12
34670,34673,34685,2020-04-30 09:10:00,2020-04-30 09:25:00,2020-04-30 10:25:00,1,primary:lower_rejection,3,12
34692,34695,34707,2020-04-30 11:00:00,2020-04-30 11:15:00,2020-04-30 12:15:00,1,primary:lower_rejection,3,12
36427,36430,36442,2020-05-06 11:35:00,2020-05-06 11:50:00,2020-05-06 12:50:00,1,primary:lower_rejection,3,12
36820,36823,36835,2020-05-07 20:20:00,2020-05-07 20:35:00,2020-05-07 21:35:00,-1,primary:upper_rejection,3,12
36888,36891,36903,2020-05-08 02:00:00,2020-05-08 02:15:00,2020-05-08 03:15:00,-1,primary:upper_rejection,3,12
36990,36993,37005,2020-05-08 10:30:00,2020-05-08 10:45:00,2020-05-08 11:45:00,-1,primary:upper_rejection,3,12
37210,37213,37225,2020-05-09 04:50:00,2020-05-09 05:05:00,2020-05-09 06:05:00,1,primary:lower_rejection,3,12
37447,37450,37462,2020-05-10 00:35:00,2020-05-10 00:50:00,2020-05-10 01:50:00,-1,primary:upper_rejection,3,12
37497,37500,37512,2020-05-10 04:45:00,2020-05-10 05:00:00,2020-05-10 06:00:00,1,primary:lower_rejection,3,12
37510,37513,37525,2020-05-10 05:50:00,2020-05-10 06:05:00,2020-05-10 07:05:00,1,primary:lower_rejection,3,12
37524,37527,37539,2020-05-10 07:00:00,2020-05-10 07:15:00,2020-05-10 08:15:00,1,primary:lower_rejection,3,12
37748,37751,37763,2020-05-11 01:40:00,2020-05-11 01:55:00,2020-05-11 02:55:00,1,primary:lower_rejection,3,12
38274,38277,38289,2020-05-12 21:30:00,2020-05-12 21:45:00,2020-05-12 22:45:00,1,primary:lower_rejection,3,12
38855,38858,38870,2020-05-14 21:55:00,2020-05-14 22:10:00,2020-05-14 23:10:00,1,primary:lower_rejection,3,12
39174,39177,39189,2020-05-16 00:30:00,2020-05-16 00:45:00,2020-05-16 01:45:00,1,primary:lower_rejection,3,12
39327,39330,39342,2020-05-16 13:15:00,2020-05-16 13:30:00,2020-05-16 14:30:00,1,primary:lower_rejection,3,12
39601,39604,39616,2020-05-17 12:05:00,2020-05-17 12:20:00,2020-05-17 13:20:00,1,primary:lower_rejection,3,12
39813,39816,39828,2020-05-18 05:45:00,2020-05-18 06:00:00,2020-05-18 07:00:00,1,primary:lower_rejection,3,12
40835,40838,40850,2020-05-21 18:55:00,2020-05-21 19:10:00,2020-05-21 20:10:00,-1,primary:upper_rejection,3,12
41257,41260,41272,2020-05-23 06:05:00,2020-05-23 06:20:00,2020-05-23 07:20:00,1,primary:lower_rejection,3,12
41638,41641,41653,2020-05-24 13:50:00,2020-05-24 14:05:00,2020-05-24 15:05:00,1,primary:lower_rejection,3,12
42595,42598,42610,2020-05-27 21:35:00,2020-05-27 21:50:00,2020-05-27 22:50:00,1,primary:lower_rejection,3,12
44070,44073,44085,2020-06-02 00:30:00,2020-06-02 00:45:00,2020-06-02 01:45:00,-1,primary:upper_rejection,3,12
45493,45496,45508,2020-06-06 23:05:00,2020-06-06 23:20:00,2020-06-07 00:20:00,1,primary:lower_rejection,3,12
45745,45748,45760,2020-06-07 20:05:00,2020-06-07 20:20:00,2020-06-07 21:20:00,1,primary:lower_rejection,3,12
45821,45824,45836,2020-06-08 02:25:00,2020-06-08 02:40:00,2020-06-08 03:40:00,1,primary:lower_rejection,3,12
46080,46083,46095,2020-06-09 00:00:00,2020-06-09 00:15:00,2020-06-09 01:15:00,1,primary:lower_rejection,3,12
