signal_position,entry_position,exit_position,signal_date,entry_date,exit_date,side,branch,entry_delay_bars,hold_bars
201008,201011,201023,2021-11-28 22:40:00,2021-11-28 22:55:00,2021-11-28 23:55:00,-1,primary:upper_rejection,3,12
201702,201705,201717,2021-12-01 08:30:00,2021-12-01 08:45:00,2021-12-01 09:45:00,1,primary:lower_rejection,3,12
201718,201721,201733,2021-12-01 09:50:00,2021-12-01 10:05:00,2021-12-01 11:05:00,1,primary:lower_rejection,3,12
202408,202411,202423,2021-12-03 19:20:00,2021-12-03 19:35:00,2021-12-03 20:35:00,-1,primary:upper_rejection,3,12
202733,202736,202748,2021-12-04 22:25:00,2021-12-04 22:40:00,2021-12-04 23:40:00,-1,primary:upper_rejection,3,12
203887,203890,203902,2021-12-08 22:35:00,2021-12-08 22:50:00,2021-12-08 23:50:00,1,primary:lower_rejection,3,12
204280,204283,204295,2021-12-10 07:20:00,2021-12-10 07:35:00,2021-12-10 08:35:00,1,primary:lower_rejection,3,12
205683,205686,205698,2021-12-15 04:15:00,2021-12-15 04:30:00,2021-12-15 05:30:00,1,primary:lower_rejection,3,12
206170,206173,206185,2021-12-16 20:50:00,2021-12-16 21:05:00,2021-12-16 22:05:00,1,primary:lower_rejection,3,12
206468,206471,206483,2021-12-17 21:40:00,2021-12-17 21:55:00,2021-12-17 22:55:00,-1,primary:upper_rejection,3,12
207763,207766,207778,2021-12-22 09:35:00,2021-12-22 09:50:00,2021-12-22 10:50:00,-1,primary:upper_rejection,3,12
208111,208114,208126,2021-12-23 14:35:00,2021-12-23 14:50:00,2021-12-23 15:50:00,1,primary:lower_rejection,3,12
209375,209378,209390,2021-12-27 23:55:00,2021-12-28 00:10:00,2021-12-28 01:10:00,1,primary:lower_rejection,3,12
209890,209893,209905,2021-12-29 18:50:00,2021-12-29 19:05:00,2021-12-29 20:05:00,1,primary:lower_rejection,3,12
212143,212146,212158,2022-01-06 14:35:00,2022-01-06 14:50:00,2022-01-06 15:50:00,1,primary:lower_rejection,3,12
213351,213354,213366,2022-01-10 19:15:00,2022-01-10 19:30:00,2022-01-10 20:30:00,1,primary:lower_rejection,3,12
213507,213510,213522,2022-01-11 08:15:00,2022-01-11 08:30:00,2022-01-11 09:30:00,-1,primary:upper_rejection,3,12
213691,213694,213706,2022-01-11 23:35:00,2022-01-11 23:50:00,2022-01-12 00:50:00,1,primary:lower_rejection,3,12
213863,213866,213878,2022-01-12 13:55:00,2022-01-12 14:10:00,2022-01-12 15:10:00,-1,primary:upper_rejection,3,12
213967,213970,213982,2022-01-12 22:35:00,2022-01-12 22:50:00,2022-01-12 23:50:00,-1,primary:upper_rejection,3,12
215115,215118,215130,2022-01-16 22:15:00,2022-01-16 22:30:00,2022-01-16 23:30:00,-1,primary:upper_rejection,3,12
216187,216190,216202,2022-01-20 15:35:00,2022-01-20 15:50:00,2022-01-20 16:50:00,-1,primary:upper_rejection,3,12
216276,216279,216291,2022-01-20 23:00:00,2022-01-20 23:15:00,2022-01-21 00:15:00,-1,primary:upper_rejection,3,12
217198,217201,217213,2022-01-24 03:50:00,2022-01-24 04:05:00,2022-01-24 05:05:00,1,primary:lower_rejection,3,12
217521,217524,217536,2022-01-25 06:45:00,2022-01-25 07:00:00,2022-01-25 08:00:00,1,primary:lower_rejection,3,12
217960,217963,217975,2022-01-26 19:20:00,2022-01-26 19:35:00,2022-01-26 20:35:00,1,primary:lower_rejection,3,12
218077,218080,218092,2022-01-27 05:05:00,2022-01-27 05:20:00,2022-01-27 06:20:00,-1,primary:upper_rejection,3,12
222229,222232,222244,2022-02-10 15:05:00,2022-02-10 15:20:00,2022-02-10 16:20:00,-1,primary:upper_rejection,3,12
225236,225239,225251,2022-02-21 01:40:00,2022-02-21 01:55:00,2022-02-21 02:55:00,-1,primary:upper_rejection,3,12
225433,225436,225448,2022-02-21 18:05:00,2022-02-21 18:20:00,2022-02-21 19:20:00,-1,primary:upper_rejection,3,12
226642,226645,226657,2022-02-25 22:50:00,2022-02-25 23:05:00,2022-02-26 00:05:00,-1,primary:upper_rejection,3,12
226745,226748,226760,2022-02-26 07:25:00,2022-02-26 07:40:00,2022-02-26 08:40:00,-1,primary:upper_rejection,3,12
226815,226818,226830,2022-02-26 13:15:00,2022-02-26 13:30:00,2022-02-26 14:30:00,-1,primary:upper_rejection,3,12
227075,227078,227090,2022-02-27 10:55:00,2022-02-27 11:10:00,2022-02-27 12:10:00,-1,primary:upper_rejection,3,12
227496,227499,227511,2022-02-28 22:00:00,2022-02-28 22:15:00,2022-02-28 23:15:00,1,primary:lower_rejection,3,12
227999,228002,228014,2022-03-02 15:55:00,2022-03-02 16:10:00,2022-03-02 17:10:00,1,primary:lower_rejection,3,12
228291,228294,228306,2022-03-03 16:15:00,2022-03-03 16:30:00,2022-03-03 17:30:00,1,primary:lower_rejection,3,12
229875,229878,229890,2022-03-09 04:15:00,2022-03-09 04:30:00,2022-03-09 05:30:00,-1,primary:upper_rejection,3,12
231118,231121,231133,2022-03-13 11:50:00,2022-03-13 12:05:00,2022-03-13 13:05:00,-1,primary:upper_rejection,3,12
231524,231527,231539,2022-03-14 21:40:00,2022-03-14 21:55:00,2022-03-14 22:55:00,-1,primary:upper_rejection,3,12
232038,232041,232053,2022-03-16 16:30:00,2022-03-16 16:45:00,2022-03-16 17:45:00,1,primary:lower_rejection,3,12
234332,234335,234347,2022-03-24 15:40:00,2022-03-24 15:55:00,2022-03-24 16:55:00,1,primary:lower_rejection,3,12
234397,234400,234412,2022-03-24 21:05:00,2022-03-24 21:20:00,2022-03-24 22:20:00,1,primary:lower_rejection,3,12
235486,235489,235501,2022-03-28 15:50:00,2022-03-28 16:05:00,2022-03-28 17:05:00,-1,primary:upper_rejection,3,12
235522,235525,235537,2022-03-28 18:50:00,2022-03-28 19:05:00,2022-03-28 20:05:00,-1,primary:upper_rejection,3,12
237570,237573,237585,2022-04-04 21:30:00,2022-04-04 21:45:00,2022-04-04 22:45:00,-1,primary:upper_rejection,3,12
240485,240488,240500,2022-04-15 00:25:00,2022-04-15 00:40:00,2022-04-15 01:40:00,-1,primary:upper_rejection,3,12
243330,243333,243345,2022-04-24 21:30:00,2022-04-24 21:45:00,2022-04-24 22:45:00,-1,primary:upper_rejection,3,12
243906,243909,243921,2022-04-26 21:30:00,2022-04-26 21:45:00,2022-04-26 22:45:00,-1,primary:upper_rejection,3,12
244032,244035,244047,2022-04-27 08:00:00,2022-04-27 08:15:00,2022-04-27 09:15:00,-1,primary:upper_rejection,3,12
244405,244408,244420,2022-04-28 15:05:00,2022-04-28 15:20:00,2022-04-28 16:20:00,1,primary:lower_rejection,3,12
246083,246086,246098,2022-05-04 10:55:00,2022-05-04 11:10:00,2022-05-04 12:10:00,1,primary:lower_rejection,3,12
246422,246425,246437,2022-05-05 15:10:00,2022-05-05 15:25:00,2022-05-05 16:25:00,1,primary:lower_rejection,3,12
246902,246905,246917,2022-05-07 07:10:00,2022-05-07 07:25:00,2022-05-07 08:25:00,1,primary:lower_rejection,3,12
247044,247047,247059,2022-05-07 19:00:00,2022-05-07 19:15:00,2022-05-07 20:15:00,1,primary:lower_rejection,3,12
247060,247063,247075,2022-05-07 20:20:00,2022-05-07 20:35:00,2022-05-07 21:35:00,1,primary:lower_rejection,3,12
247139,247142,247154,2022-05-08 02:55:00,2022-05-08 03:10:00,2022-05-08 04:10:00,1,primary:lower_rejection,3,12
247198,247201,247213,2022-05-08 07:50:00,2022-05-08 08:05:00,2022-05-08 09:05:00,-1,primary:upper_rejection,3,12
247268,247271,247283,2022-05-08 13:40:00,2022-05-08 13:55:00,2022-05-08 14:55:00,1,primary:lower_rejection,3,12
247282,247285,247297,2022-05-08 14:50:00,2022-05-08 15:05:00,2022-05-08 16:05:00,1,primary:lower_rejection,3,12
247570,247573,247585,2022-05-09 14:50:00,2022-05-09 15:05:00,2022-05-09 16:05:00,-1,primary:upper_rejection,3,12
248038,248041,248053,2022-05-11 05:50:00,2022-05-11 06:05:00,2022-05-11 07:05:00,-1,primary:upper_rejection,3,12
248211,248214,248226,2022-05-11 20:15:00,2022-05-11 20:30:00,2022-05-11 21:30:00,1,primary:lower_rejection,3,12
248438,248441,248453,2022-05-12 15:10:00,2022-05-12 15:25:00,2022-05-12 16:25:00,-1,primary:upper_rejection,3,12
248819,248822,248834,2022-05-13 22:55:00,2022-05-13 23:10:00,2022-05-14 00:10:00,-1,primary:upper_rejection,3,12
249835,249838,249850,2022-05-17 11:35:00,2022-05-17 11:50:00,2022-05-17 12:50:00,-1,primary:upper_rejection,3,12
250463,250466,250478,2022-05-19 15:55:00,2022-05-19 16:10:00,2022-05-19 17:10:00,1,primary:lower_rejection,3,12
252259,252262,252274,2022-05-25 21:35:00,2022-05-25 21:50:00,2022-05-25 22:50:00,-1,primary:upper_rejection,3,12
252434,252437,252449,2022-05-26 12:10:00,2022-05-26 12:25:00,2022-05-26 13:25:00,1,primary:lower_rejection,3,12
252637,252640,252652,2022-05-27 05:05:00,2022-05-27 05:20:00,2022-05-27 06:20:00,1,primary:lower_rejection,3,12
253077,253080,253092,2022-05-28 17:45:00,2022-05-28 18:00:00,2022-05-28 19:00:00,-1,primary:upper_rejection,3,12
253617,253620,253632,2022-05-30 14:45:00,2022-05-30 15:00:00,2022-05-30 16:00:00,1,primary:lower_rejection,3,12
253701,253704,253716,2022-05-30 21:45:00,2022-05-30 22:00:00,2022-05-30 23:00:00,1,primary:lower_rejection,3,12
254210,254213,254225,2022-06-01 16:10:00,2022-06-01 16:25:00,2022-06-01 17:25:00,1,primary:lower_rejection,3,12
254311,254314,254326,2022-06-02 00:35:00,2022-06-02 00:50:00,2022-06-02 01:50:00,1,primary:lower_rejection,3,12
255754,255757,255769,2022-06-07 00:50:00,2022-06-07 01:05:00,2022-06-07 02:05:00,-1,primary:upper_rejection,3,12
256001,256004,256016,2022-06-07 21:25:00,2022-06-07 21:40:00,2022-06-07 22:40:00,-1,primary:upper_rejection,3,12
256209,256212,256224,2022-06-08 14:45:00,2022-06-08 15:00:00,2022-06-08 16:00:00,1,primary:lower_rejection,3,12
256599,256602,256614,2022-06-09 23:15:00,2022-06-09 23:30:00,2022-06-10 00:30:00,1,primary:lower_rejection,3,12
256711,256714,256726,2022-06-10 08:35:00,2022-06-10 08:50:00,2022-06-10 09:50:00,1,primary:lower_rejection,3,12
257252,257255,257267,2022-06-12 05:40:00,2022-06-12 05:55:00,2022-06-12 06:55:00,1,primary:lower_rejection,3,12
257720,257723,257735,2022-06-13 20:40:00,2022-06-13 20:55:00,2022-06-13 21:55:00,1,primary:lower_rejection,3,12
258754,258757,258769,2022-06-17 10:50:00,2022-06-17 11:05:00,2022-06-17 12:05:00,1,primary:lower_rejection,3,12
258836,258839,258851,2022-06-17 17:40:00,2022-06-17 17:55:00,2022-06-17 18:55:00,1,primary:lower_rejection,3,12
258999,259002,259014,2022-06-18 07:15:00,2022-06-18 07:30:00,2022-06-18 08:30:00,-1,primary:upper_rejection,3,12
259133,259136,259148,2022-06-18 18:25:00,2022-06-18 18:40:00,2022-06-18 19:40:00,-1,primary:upper_rejection,3,12
259172,259175,259187,2022-06-18 21:40:00,2022-06-18 21:55:00,2022-06-18 22:55:00,1,primary:lower_rejection,3,12
259315,259318,259330,2022-06-19 09:35:00,2022-06-19 09:50:00,2022-06-19 10:50:00,-1,primary:upper_rejection,3,12
259606,259609,259621,2022-06-20 09:50:00,2022-06-20 10:05:00,2022-06-20 11:05:00,-1,primary:upper_rejection,3,12
260824,260827,260839,2022-06-24 15:20:00,2022-06-24 15:35:00,2022-06-24 16:35:00,1,primary:lower_rejection,3,12
260898,260901,260913,2022-06-24 21:30:00,2022-06-24 21:45:00,2022-06-24 22:45:00,-1,primary:upper_rejection,3,12
261359,261362,261374,2022-06-26 11:55:00,2022-06-26 12:10:00,2022-06-26 13:10:00,1,primary:lower_rejection,3,12
261886,261889,261901,2022-06-28 07:50:00,2022-06-28 08:05:00,2022-06-28 09:05:00,1,primary:lower_rejection,3,12
262244,262247,262259,2022-06-29 13:40:00,2022-06-29 13:55:00,2022-06-29 14:55:00,-1,primary:upper_rejection,3,12
262261,262264,262276,2022-06-29 15:05:00,2022-06-29 15:20:00,2022-06-29 16:20:00,-1,primary:upper_rejection,3,12
262469,262472,262484,2022-06-30 08:25:00,2022-06-30 08:40:00,2022-06-30 09:40:00,1,primary:lower_rejection,3,12
262502,262505,262517,2022-06-30 11:10:00,2022-06-30 11:25:00,2022-06-30 12:25:00,1,primary:lower_rejection,3,12
262533,262536,262548,2022-06-30 13:45:00,2022-06-30 14:00:00,2022-06-30 15:00:00,1,primary:lower_rejection,3,12
262627,262630,262642,2022-06-30 21:35:00,2022-06-30 21:50:00,2022-06-30 22:50:00,1,primary:lower_rejection,3,12
262752,262755,262767,2022-07-01 08:00:00,2022-07-01 08:15:00,2022-07-01 09:15:00,-1,primary:upper_rejection,3,12
263477,263480,263492,2022-07-03 20:25:00,2022-07-03 20:40:00,2022-07-03 21:40:00,1,primary:lower_rejection,3,12
264594,264597,264609,2022-07-07 17:30:00,2022-07-07 17:45:00,2022-07-07 18:45:00,1,primary:lower_rejection,3,12
266262,266265,266277,2022-07-13 12:30:00,2022-07-13 12:45:00,2022-07-13 13:45:00,-1,primary:upper_rejection,3,12
267629,267632,267644,2022-07-18 06:25:00,2022-07-18 06:40:00,2022-07-18 07:40:00,-1,primary:upper_rejection,3,12
269840,269843,269855,2022-07-25 22:40:00,2022-07-25 22:55:00,2022-07-25 23:55:00,1,primary:lower_rejection,3,12
270111,270114,270126,2022-07-26 21:15:00,2022-07-26 21:30:00,2022-07-26 22:30:00,-1,primary:upper_rejection,3,12
278964,278967,278979,2022-08-26 15:00:00,2022-08-26 15:15:00,2022-08-26 16:15:00,-1,primary:upper_rejection,3,12
279841,279844,279856,2022-08-29 16:05:00,2022-08-29 16:20:00,2022-08-29 17:20:00,-1,primary:upper_rejection,3,12
283366,283369,283381,2022-09-10 21:50:00,2022-09-10 22:05:00,2022-09-10 23:05:00,-1,primary:upper_rejection,3,12
286488,286491,286503,2022-09-21 18:00:00,2022-09-21 18:15:00,2022-09-21 19:15:00,-1,primary:upper_rejection,3,12
288413,288416,288428,2022-09-28 10:25:00,2022-09-28 10:40:00,2022-09-28 11:40:00,-1,primary:upper_rejection,3,12
288741,288744,288756,2022-09-29 13:45:00,2022-09-29 14:00:00,2022-09-29 15:00:00,-1,primary:upper_rejection,3,12
290262,290265,290277,2022-10-04 20:30:00,2022-10-04 20:45:00,2022-10-04 21:45:00,-1,primary:upper_rejection,3,12
301165,301168,301180,2022-11-11 17:05:00,2022-11-11 17:20:00,2022-11-11 18:20:00,-1,primary:upper_rejection,3,12
301992,301995,302007,2022-11-14 14:00:00,2022-11-14 14:15:00,2022-11-14 15:15:00,-1,primary:upper_rejection,3,12
320066,320069,320081,2023-01-16 08:10:00,2023-01-16 08:25:00,2023-01-16 09:25:00,1,primary:lower_rejection,3,12
323943,323946,323958,2023-01-29 19:15:00,2023-01-29 19:30:00,2023-01-29 20:30:00,-1,primary:upper_rejection,3,12
338912,338915,338927,2023-03-22 18:40:00,2023-03-22 18:55:00,2023-03-22 19:55:00,1,primary:lower_rejection,3,12
339326,339329,339341,2023-03-24 05:10:00,2023-03-24 05:25:00,2023-03-24 06:25:00,1,primary:lower_rejection,3,12
339408,339411,339423,2023-03-24 12:00:00,2023-03-24 12:15:00,2023-03-24 13:15:00,1,primary:lower_rejection,3,12
340034,340037,340049,2023-03-26 16:10:00,2023-03-26 16:25:00,2023-03-26 17:25:00,-1,primary:upper_rejection,3,12
341646,341649,341661,2023-04-01 06:30:00,2023-04-01 06:45:00,2023-04-01 07:45:00,-1,primary:upper_rejection,3,12
342410,342413,342425,2023-04-03 22:10:00,2023-04-03 22:25:00,2023-04-03 23:25:00,1,primary:lower_rejection,3,12
342763,342766,342778,2023-04-05 03:35:00,2023-04-05 03:50:00,2023-04-05 04:50:00,1,primary:lower_rejection,3,12
344241,344244,344256,2023-04-10 06:45:00,2023-04-10 07:00:00,2023-04-10 08:00:00,1,primary:lower_rejection,3,12
344439,344442,344454,2023-04-10 23:15:00,2023-04-10 23:30:00,2023-04-11 00:30:00,-1,primary:upper_rejection,3,12
345182,345185,345197,2023-04-13 13:10:00,2023-04-13 13:25:00,2023-04-13 14:25:00,-1,primary:upper_rejection,3,12
345495,345498,345510,2023-04-14 15:15:00,2023-04-14 15:30:00,2023-04-14 16:30:00,1,primary:lower_rejection,3,12
347740,347743,347755,2023-04-22 10:20:00,2023-04-22 10:35:00,2023-04-22 11:35:00,-1,primary:upper_rejection,3,12
348126,348129,348141,2023-04-23 18:30:00,2023-04-23 18:45:00,2023-04-23 19:45:00,1,primary:lower_rejection,3,12
349281,349284,349296,2023-04-27 18:45:00,2023-04-27 19:00:00,2023-04-27 20:00:00,-1,primary:upper_rejection,3,12
349440,349443,349455,2023-04-28 08:00:00,2023-04-28 08:15:00,2023-04-28 09:15:00,-1,primary:upper_rejection,3,12
350345,350348,350360,2023-05-01 11:25:00,2023-05-01 11:40:00,2023-05-01 12:40:00,1,primary:lower_rejection,3,12
350471,350474,350486,2023-05-01 21:55:00,2023-05-01 22:10:00,2023-05-01 23:10:00,1,primary:lower_rejection,3,12
352842,352845,352857,2023-05-10 03:30:00,2023-05-10 03:45:00,2023-05-10 04:45:00,1,primary:lower_rejection,3,12
352954,352957,352969,2023-05-10 12:50:00,2023-05-10 13:05:00,2023-05-10 14:05:00,1,primary:lower_rejection,3,12
361009,361012,361024,2023-06-07 12:05:00,2023-06-07 12:20:00,2023-06-07 13:20:00,-1,primary:upper_rejection,3,12
363430,363433,363445,2023-06-15 21:50:00,2023-06-15 22:05:00,2023-06-15 23:05:00,-1,primary:upper_rejection,3,12
364821,364824,364836,2023-06-20 17:45:00,2023-06-20 18:00:00,2023-06-20 19:00:00,1,primary:lower_rejection,3,12
365090,365093,365105,2023-06-21 16:10:00,2023-06-21 16:25:00,2023-06-21 17:25:00,-1,primary:upper_rejection,3,12
365665,365668,365680,2023-06-23 16:05:00,2023-06-23 16:20:00,2023-06-23 17:20:00,1,primary:lower_rejection,3,12
365911,365914,365926,2023-06-24 12:35:00,2023-06-24 12:50:00,2023-06-24 13:50:00,1,primary:lower_rejection,3,12
366773,366776,366788,2023-06-27 12:25:00,2023-06-27 12:40:00,2023-06-27 13:40:00,-1,primary:upper_rejection,3,12
367542,367545,367557,2023-06-30 04:30:00,2023-06-30 04:45:00,2023-06-30 05:45:00,1,primary:lower_rejection,3,12
370836,370839,370851,2023-07-11 15:00:00,2023-07-11 15:15:00,2023-07-11 16:15:00,1,primary:lower_rejection,3,12
377498,377501,377513,2023-08-03 18:10:00,2023-08-03 18:25:00,2023-08-03 19:25:00,1,primary:lower_rejection,3,12
381573,381576,381588,2023-08-17 21:45:00,2023-08-17 22:00:00,2023-08-17 23:00:00,1,primary:lower_rejection,3,12
388836,388839,388851,2023-09-12 03:00:00,2023-09-12 03:15:00,2023-09-12 04:15:00,1,primary:lower_rejection,3,12
394728,394731,394743,2023-10-02 14:00:00,2023-10-02 14:15:00,2023-10-02 15:15:00,-1,primary:upper_rejection,3,12
401718,401721,401733,2023-10-26 20:30:00,2023-10-26 20:45:00,2023-10-26 21:45:00,-1,primary:upper_rejection,3,12
405885,405888,405900,2023-11-10 07:45:00,2023-11-10 08:00:00,2023-11-10 09:00:00,1,primary:lower_rejection,3,12
408456,408459,408471,2023-11-19 06:00:00,2023-11-19 06:15:00,2023-11-19 07:15:00,1,primary:lower_rejection,3,12
412758,412761,412773,2023-12-04 04:30:00,2023-12-04 04:45:00,2023-12-04 05:45:00,1,primary:lower_rejection,3,12
412839,412842,412854,2023-12-04 11:15:00,2023-12-04 11:30:00,2023-12-04 12:30:00,1,primary:lower_rejection,3,12
414427,414430,414442,2023-12-09 23:35:00,2023-12-09 23:50:00,2023-12-10 00:50:00,1,primary:lower_rejection,3,12
417967,417970,417982,2023-12-22 06:35:00,2023-12-22 06:50:00,2023-12-22 07:50:00,-1,primary:upper_rejection,3,12
419247,419250,419262,2023-12-26 17:15:00,2023-12-26 17:30:00,2023-12-26 18:30:00,-1,primary:upper_rejection,3,12
419319,419322,419334,2023-12-26 23:15:00,2023-12-26 23:30:00,2023-12-27 00:30:00,-1,primary:upper_rejection,3,12
